tenure,Tenure_Group,MonthlyCharges,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,TechSupport,Service_Engagement,Contract,Churn
67,Loyal(3yr+),105.7,0,Fiber optic,Bank transfer (automatic),Yes,No,4,One year,0
44,Loyal(3yr+),56.25,0,DSL,Bank transfer (automatic),No,Yes,2,Month-to-month,0
70,Loyal(3yr+),60.35,0,DSL,Electronic check,No,Yes,5,One year,0
3,New(0-1yr),79.25,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
56,Loyal(3yr+),59.8,0,DSL,Bank transfer (automatic),Yes,No,3,Two year,0
13,Standard(1-3yr),84.6,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
58,Loyal(3yr+),93.4,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,1
42,Loyal(3yr+),94.2,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
1,New(0-1yr),25.05,1,DSL,Electronic check,No,No,0,Month-to-month,1
46,Loyal(3yr+),99.65,0,Fiber optic,Mailed check,No,Yes,4,Two year,0
63,Loyal(3yr+),50.65,0,DSL,Bank transfer (automatic),Yes,No,1,Two year,0
11,New(0-1yr),60.9,0,DSL,Electronic check,Yes,Yes,3,Month-to-month,0
15,Standard(1-3yr),59.65,0,DSL,Bank transfer (automatic),Yes,Yes,2,Month-to-month,0
72,Loyal(3yr+),64.7,0,DSL,Electronic check,Yes,Yes,6,Two year,0
29,Standard(1-3yr),25.1,0,DSL,Credit card (automatic),Yes,No,0,Month-to-month,1
1,New(0-1yr),48.95,0,DSL,Electronic check,No,No,1,Month-to-month,1
6,New(0-1yr),54.85,0,DSL,Electronic check,No,No,1,Month-to-month,0
1,New(0-1yr),45.3,0,DSL,Electronic check,No,No,0,Month-to-month,1
63,Loyal(3yr+),91.35,0,Fiber optic,Electronic check,Yes,No,2,One year,0
2,New(0-1yr),85.85,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
18,Standard(1-3yr),25.1,0,No,Mailed check,No,No internet service,0,Two year,0
43,Loyal(3yr+),34.0,0,DSL,Bank transfer (automatic),No,Yes,2,Month-to-month,0
15,Standard(1-3yr),45.9,0,DSL,Mailed check,No,Yes,4,One year,0
10,New(0-1yr),95.2,0,Fiber optic,Electronic check,No,No,2,Month-to-month,1
55,Loyal(3yr+),20.5,0,No,Mailed check,No,No internet service,0,Two year,0
49,Loyal(3yr+),100.6,0,Fiber optic,Bank transfer (automatic),Yes,Yes,3,One year,1
6,New(0-1yr),55.3,0,DSL,Mailed check,Yes,No,2,Month-to-month,1
70,Loyal(3yr+),20.35,0,No,Credit card (automatic),No,No internet service,0,Two year,0
2,New(0-1yr),74.85,1,Fiber optic,Mailed check,Yes,No,0,Month-to-month,1
63,Loyal(3yr+),36.1,1,DSL,Bank transfer (automatic),No,Yes,2,One year,0
25,Standard(1-3yr),65.8,0,DSL,Bank transfer (automatic),Yes,Yes,3,Month-to-month,0
18,Standard(1-3yr),20.35,1,No,Bank transfer (automatic),No,No internet service,0,One year,0
28,Standard(1-3yr),105.8,1,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,0
53,Loyal(3yr+),96.75,1,Fiber optic,Mailed check,Yes,Yes,4,One year,0
35,Standard(1-3yr),102.35,0,Fiber optic,Bank transfer (automatic),Yes,No,4,One year,1
1,New(0-1yr),24.4,0,DSL,Mailed check,No,No,0,Month-to-month,0
70,Loyal(3yr+),115.65,0,Fiber optic,Credit card (automatic),No,Yes,6,One year,1
2,New(0-1yr),79.85,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,1
26,Standard(1-3yr),73.05,0,DSL,Electronic check,Yes,Yes,4,Month-to-month,0
34,Standard(1-3yr),64.35,0,DSL,Electronic check,No,No,3,One year,0
19,Standard(1-3yr),20.5,0,No,Mailed check,No,No internet service,0,Two year,0
15,Standard(1-3yr),76.0,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,1
62,Loyal(3yr+),54.75,0,DSL,Credit card (automatic),No,No,2,One year,0
42,Loyal(3yr+),104.75,1,Fiber optic,Bank transfer (automatic),Yes,No,4,Month-to-month,1
9,New(0-1yr),74.65,0,DSL,Electronic check,Yes,No,4,Month-to-month,1
24,Standard(1-3yr),51.15,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
68,Loyal(3yr+),41.95,1,DSL,Electronic check,Yes,No,3,Two year,0
31,Standard(1-3yr),54.35,0,DSL,Mailed check,No,Yes,2,Month-to-month,0
1,New(0-1yr),56.25,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
21,Standard(1-3yr),106.1,0,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,1
63,Loyal(3yr+),96.0,0,Fiber optic,Electronic check,Yes,No,3,One year,0
2,New(0-1yr),79.75,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
61,Loyal(3yr+),61.45,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
1,New(0-1yr),68.65,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
18,Standard(1-3yr),19.65,0,No,Mailed check,No,No internet service,0,One year,0
6,New(0-1yr),19.0,0,No,Credit card (automatic),No,No internet service,0,One year,0
33,Standard(1-3yr),100.0,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
16,Standard(1-3yr),20.25,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,1
56,Loyal(3yr+),98.7,0,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,0
23,Standard(1-3yr),19.8,0,No,Mailed check,No,No internet service,0,One year,0
9,New(0-1yr),73.8,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
14,Standard(1-3yr),100.2,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
15,Standard(1-3yr),74.9,0,Fiber optic,Bank transfer (automatic),Yes,No,0,Month-to-month,1
5,New(0-1yr),20.05,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
61,Loyal(3yr+),106.2,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
70,Loyal(3yr+),116.55,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
15,Standard(1-3yr),99.7,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
8,New(0-1yr),19.7,0,No,Mailed check,No,No internet service,0,Two year,0
8,New(0-1yr),19.5,0,No,Mailed check,No,No internet service,0,Two year,0
4,New(0-1yr),29.15,0,DSL,Mailed check,Yes,No,1,Month-to-month,0
34,Standard(1-3yr),55.0,0,DSL,Mailed check,No,No,2,One year,0
68,Loyal(3yr+),90.8,0,DSL,Credit card (automatic),Yes,Yes,6,Two year,0
45,Loyal(3yr+),51.0,0,DSL,Bank transfer (automatic),No,Yes,4,One year,0
9,New(0-1yr),90.1,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
22,Standard(1-3yr),59.05,0,DSL,Mailed check,Yes,Yes,2,Month-to-month,0
2,New(0-1yr),20.3,0,No,Mailed check,No,No internet service,0,Month-to-month,0
70,Loyal(3yr+),72.95,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
10,New(0-1yr),73.55,0,DSL,Credit card (automatic),No,Yes,4,One year,0
72,Loyal(3yr+),84.3,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
49,Loyal(3yr+),78.0,0,DSL,Credit card (automatic),No,No,4,One year,0
54,Loyal(3yr+),72.1,1,DSL,Mailed check,No,Yes,3,One year,0
71,Loyal(3yr+),106.75,0,Fiber optic,Credit card (automatic),Yes,No,5,Two year,0
22,Standard(1-3yr),19.25,0,No,Mailed check,Yes,No internet service,0,One year,0
50,Loyal(3yr+),20.55,0,No,Credit card (automatic),No,No internet service,0,Two year,0
43,Loyal(3yr+),20.0,0,No,Mailed check,No,No internet service,0,One year,0
45,Loyal(3yr+),24.65,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
64,Loyal(3yr+),103.5,1,Fiber optic,Bank transfer (automatic),Yes,No,4,Month-to-month,0
23,Standard(1-3yr),23.85,0,No,Mailed check,No,No internet service,0,Two year,0
68,Loyal(3yr+),25.8,0,No,Credit card (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),70.85,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
2,New(0-1yr),69.8,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,1
26,Standard(1-3yr),59.45,0,DSL,Credit card (automatic),No,Yes,2,One year,0
55,Loyal(3yr+),54.55,0,DSL,Bank transfer (automatic),Yes,Yes,4,Month-to-month,1
14,Standard(1-3yr),20.05,0,No,Electronic check,Yes,No internet service,0,Month-to-month,0
71,Loyal(3yr+),82.55,0,DSL,Electronic check,Yes,Yes,5,Two year,0
64,Loyal(3yr+),81.25,0,DSL,Electronic check,No,Yes,5,One year,0
7,New(0-1yr),70.75,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,1
57,Loyal(3yr+),74.3,0,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
13,Standard(1-3yr),94.1,0,Fiber optic,Electronic check,No,No,3,Month-to-month,1
3,New(0-1yr),29.7,0,DSL,Credit card (automatic),No,No,1,Month-to-month,1
72,Loyal(3yr+),109.7,1,Fiber optic,Credit card (automatic),No,Yes,5,Two year,0
40,Loyal(3yr+),96.35,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
14,Standard(1-3yr),66.6,0,DSL,Credit card (automatic),Yes,Yes,2,Month-to-month,0
2,New(0-1yr),44.5,0,DSL,Electronic check,Yes,No,0,Month-to-month,0
66,Loyal(3yr+),110.9,1,Fiber optic,Credit card (automatic),No,Yes,5,One year,1
38,Loyal(3yr+),105.0,0,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,1
1,New(0-1yr),25.3,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
22,Standard(1-3yr),55.15,0,DSL,Credit card (automatic),Yes,Yes,2,One year,1
1,New(0-1yr),20.1,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
5,New(0-1yr),80.1,0,Fiber optic,Mailed check,Yes,No,1,Month-to-month,0
29,Standard(1-3yr),69.05,0,DSL,Bank transfer (automatic),No,Yes,3,One year,0
1,New(0-1yr),69.9,0,Fiber optic,Mailed check,Yes,No,0,Month-to-month,1
3,New(0-1yr),20.4,0,No,Mailed check,No,No internet service,0,Month-to-month,0
71,Loyal(3yr+),19.7,0,No,Credit card (automatic),No,No internet service,0,Two year,0
9,New(0-1yr),50.1,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
43,Loyal(3yr+),101.4,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
48,Loyal(3yr+),83.45,0,DSL,Credit card (automatic),Yes,No,5,One year,0
26,Standard(1-3yr),86.65,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,0
9,New(0-1yr),20.15,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
1,New(0-1yr),80.8,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
46,Loyal(3yr+),19.4,0,No,Credit card (automatic),No,No internet service,0,Two year,0
2,New(0-1yr),62.05,0,DSL,Bank transfer (automatic),No,No,1,Month-to-month,1
1,New(0-1yr),76.45,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
64,Loyal(3yr+),60.05,0,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
12,New(0-1yr),91.3,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
6,New(0-1yr),95.75,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
59,Loyal(3yr+),20.35,0,No,Mailed check,No,No internet service,0,One year,0
7,New(0-1yr),94.05,0,Fiber optic,Mailed check,Yes,No,3,One year,0
72,Loyal(3yr+),84.1,1,DSL,Credit card (automatic),Yes,No,5,Two year,0
16,Standard(1-3yr),78.75,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
25,Standard(1-3yr),55.55,0,DSL,Credit card (automatic),No,No,1,Month-to-month,0
34,Standard(1-3yr),62.65,0,DSL,Electronic check,No,Yes,3,Month-to-month,1
1,New(0-1yr),74.5,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
10,New(0-1yr),102.1,0,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,1
24,Standard(1-3yr),20.1,0,No,Mailed check,No,No internet service,0,One year,0
10,New(0-1yr),70.3,0,DSL,Electronic check,No,No,3,One year,0
69,Loyal(3yr+),53.65,0,DSL,Credit card (automatic),Yes,No,2,One year,0
57,Loyal(3yr+),20.75,0,No,Mailed check,No,No internet service,0,Two year,0
50,Loyal(3yr+),103.4,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,One year,0
28,Standard(1-3yr),50.8,0,DSL,Mailed check,No,Yes,4,One year,0
16,Standard(1-3yr),50.15,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
25,Standard(1-3yr),79.0,0,DSL,Mailed check,Yes,Yes,5,Month-to-month,0
3,New(0-1yr),74.6,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,0
61,Loyal(3yr+),96.5,0,Fiber optic,Bank transfer (automatic),Yes,No,2,One year,0
2,New(0-1yr),20.1,0,No,Mailed check,No,No internet service,0,Month-to-month,0
51,Loyal(3yr+),19.4,0,No,Mailed check,No,No internet service,0,One year,0
71,Loyal(3yr+),77.55,0,DSL,Credit card (automatic),No,No,4,Two year,0
20,Standard(1-3yr),20.05,0,No,Mailed check,No,No internet service,0,Month-to-month,0
6,New(0-1yr),19.85,0,No,Credit card (automatic),No,No internet service,0,Month-to-month,0
6,New(0-1yr),20.2,0,No,Mailed check,No,No internet service,0,Month-to-month,0
29,Standard(1-3yr),67.45,0,DSL,Mailed check,No,Yes,3,Month-to-month,0
36,Standard(1-3yr),18.55,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
28,Standard(1-3yr),29.75,0,DSL,Mailed check,Yes,No,1,Month-to-month,0
7,New(0-1yr),86.5,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
63,Loyal(3yr+),24.2,0,No,Mailed check,No,No internet service,0,Two year,0
48,Loyal(3yr+),23.55,0,No,Mailed check,No,No internet service,0,Two year,0
49,Loyal(3yr+),20.45,0,No,Bank transfer (automatic),No,No internet service,0,One year,0
27,Standard(1-3yr),81.45,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
72,Loyal(3yr+),92.3,0,DSL,Credit card (automatic),No,Yes,6,Two year,0
1,New(0-1yr),69.15,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),53.65,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
47,Loyal(3yr+),39.65,0,DSL,Credit card (automatic),No,Yes,3,One year,0
1,New(0-1yr),54.65,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
36,Standard(1-3yr),104.8,0,Fiber optic,Bank transfer (automatic),Yes,No,4,One year,0
43,Loyal(3yr+),29.3,0,DSL,Credit card (automatic),No,No,1,Month-to-month,0
27,Standard(1-3yr),83.85,1,DSL,Electronic check,No,Yes,5,Month-to-month,0
9,New(0-1yr),79.55,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
38,Loyal(3yr+),103.65,0,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,0
35,Standard(1-3yr),99.05,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
59,Loyal(3yr+),100.05,0,Fiber optic,Mailed check,Yes,Yes,4,Two year,0
27,Standard(1-3yr),20.35,0,No,Credit card (automatic),No,No internet service,0,Two year,0
2,New(0-1yr),43.95,1,DSL,Electronic check,No,No,0,Month-to-month,0
7,New(0-1yr),23.5,0,No,Mailed check,No,No internet service,0,Month-to-month,0
36,Standard(1-3yr),70.7,0,DSL,Mailed check,Yes,Yes,3,One year,0
41,Loyal(3yr+),94.3,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Month-to-month,0
13,Standard(1-3yr),29.15,0,DSL,Electronic check,No,No,1,Month-to-month,0
19,Standard(1-3yr),20.85,0,No,Credit card (automatic),No,No internet service,0,Two year,0
60,Loyal(3yr+),37.7,0,DSL,Bank transfer (automatic),No,Yes,3,Two year,0
48,Loyal(3yr+),95.5,0,Fiber optic,Mailed check,Yes,Yes,4,Two year,1
3,New(0-1yr),91.05,1,Fiber optic,Electronic check,No,No,2,Month-to-month,1
69,Loyal(3yr+),92.45,0,Fiber optic,Mailed check,Yes,Yes,3,Two year,0
43,Loyal(3yr+),44.15,0,DSL,Electronic check,No,Yes,3,One year,0
11,New(0-1yr),36.05,0,DSL,Mailed check,Yes,Yes,2,One year,0
45,Loyal(3yr+),50.25,0,DSL,Credit card (automatic),Yes,No,1,Month-to-month,0
72,Loyal(3yr+),109.75,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
2,New(0-1yr),79.2,1,Fiber optic,Electronic check,No,No,1,Month-to-month,1
12,New(0-1yr),20.3,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
67,Loyal(3yr+),112.35,0,Fiber optic,Credit card (automatic),Yes,Yes,5,One year,0
37,Loyal(3yr+),94.3,0,Fiber optic,Mailed check,No,Yes,3,Two year,0
39,Loyal(3yr+),41.15,0,DSL,Bank transfer (automatic),No,Yes,3,One year,0
41,Loyal(3yr+),74.65,0,DSL,Bank transfer (automatic),Yes,Yes,4,Month-to-month,0
25,Standard(1-3yr),48.25,0,DSL,Electronic check,Yes,No,3,Month-to-month,0
8,New(0-1yr),76.15,0,DSL,Credit card (automatic),Yes,Yes,4,Two year,0
71,Loyal(3yr+),71.1,0,DSL,Mailed check,No,Yes,4,Two year,0
5,New(0-1yr),96.55,0,Fiber optic,Electronic check,No,No,3,Month-to-month,0
30,Standard(1-3yr),79.3,0,DSL,Credit card (automatic),Yes,No,4,One year,0
40,Loyal(3yr+),89.6,0,Fiber optic,Credit card (automatic),Yes,Yes,3,One year,0
54,Loyal(3yr+),20.5,0,No,Mailed check,Yes,No internet service,0,Two year,0
72,Loyal(3yr+),106.3,0,Fiber optic,Bank transfer (automatic),Yes,No,4,Two year,0
28,Standard(1-3yr),100.35,0,Fiber optic,Bank transfer (automatic),No,No,4,One year,0
18,Standard(1-3yr),85.6,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,0
2,New(0-1yr),45.25,0,DSL,Electronic check,Yes,No,2,Month-to-month,1
59,Loyal(3yr+),106.15,0,Fiber optic,Electronic check,Yes,No,4,One year,0
22,Standard(1-3yr),51.1,0,DSL,Electronic check,Yes,Yes,1,Month-to-month,0
1,New(0-1yr),19.9,0,No,Mailed check,No,No internet service,0,Month-to-month,0
72,Loyal(3yr+),25.7,1,No,Credit card (automatic),Yes,No internet service,0,Two year,0
14,Standard(1-3yr),74.3,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
50,Loyal(3yr+),99.4,0,Fiber optic,Electronic check,No,Yes,3,One year,0
48,Loyal(3yr+),69.7,0,DSL,Bank transfer (automatic),No,Yes,4,One year,0
49,Loyal(3yr+),98.35,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
28,Standard(1-3yr),85.45,0,Fiber optic,Electronic check,No,No,2,Month-to-month,0
68,Loyal(3yr+),95.9,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
13,Standard(1-3yr),100.75,0,Fiber optic,Electronic check,No,Yes,3,Month-to-month,0
11,New(0-1yr),89.2,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
3,New(0-1yr),74.1,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,1
57,Loyal(3yr+),100.6,1,Fiber optic,Electronic check,No,No,3,Month-to-month,1
3,New(0-1yr),75.0,0,Fiber optic,Mailed check,No,No,0,Month-to-month,1
72,Loyal(3yr+),25.75,0,No,Credit card (automatic),No,No internet service,0,Two year,0
70,Loyal(3yr+),84.1,0,DSL,Electronic check,Yes,Yes,5,Two year,0
49,Loyal(3yr+),79.3,0,DSL,Bank transfer (automatic),No,Yes,4,Two year,0
67,Loyal(3yr+),107.05,1,Fiber optic,Credit card (automatic),Yes,No,4,One year,0
46,Loyal(3yr+),20.05,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
64,Loyal(3yr+),70.2,1,DSL,Credit card (automatic),Yes,Yes,4,Two year,1
37,Loyal(3yr+),19.5,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
2,New(0-1yr),70.75,1,Fiber optic,Electronic check,No,No,0,Month-to-month,1
13,Standard(1-3yr),45.3,1,DSL,Electronic check,No,No,2,Month-to-month,0
72,Loyal(3yr+),115.15,0,Fiber optic,Electronic check,No,Yes,6,Two year,0
68,Loyal(3yr+),72.95,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
15,Standard(1-3yr),19.65,0,No,Mailed check,No,No internet service,0,One year,0
24,Standard(1-3yr),19.55,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
24,Standard(1-3yr),89.55,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,0
27,Standard(1-3yr),50.35,0,DSL,Mailed check,No,No,1,Month-to-month,0
12,New(0-1yr),50.25,0,DSL,Bank transfer (automatic),No,Yes,1,Month-to-month,1
71,Loyal(3yr+),87.25,0,DSL,Credit card (automatic),No,Yes,6,Two year,0
67,Loyal(3yr+),20.8,0,No,Mailed check,Yes,No internet service,0,Two year,0
63,Loyal(3yr+),109.25,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Two year,0
1,New(0-1yr),20.35,0,No,Mailed check,No,No internet service,0,Month-to-month,0
4,New(0-1yr),55.9,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
40,Loyal(3yr+),79.2,1,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,1
12,New(0-1yr),96.0,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
52,Loyal(3yr+),79.2,0,DSL,Electronic check,No,No,5,Two year,0
10,New(0-1yr),24.0,0,No,Electronic check,Yes,No internet service,0,Month-to-month,0
68,Loyal(3yr+),101.35,0,Fiber optic,Bank transfer (automatic),No,No,4,One year,0
54,Loyal(3yr+),100.1,0,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,1
4,New(0-1yr),56.5,0,DSL,Mailed check,No,Yes,2,Month-to-month,1
52,Loyal(3yr+),35.45,0,DSL,Mailed check,No,No,2,One year,0
1,New(0-1yr),85.0,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
70,Loyal(3yr+),79.4,0,DSL,Bank transfer (automatic),No,Yes,5,One year,0
43,Loyal(3yr+),35.2,0,DSL,Credit card (automatic),Yes,No,2,One year,0
52,Loyal(3yr+),19.65,0,No,Mailed check,No,No internet service,0,Two year,0
12,New(0-1yr),49.85,0,DSL,Mailed check,No,Yes,4,Two year,0
56,Loyal(3yr+),68.75,0,DSL,Bank transfer (automatic),No,No,3,One year,0
42,Loyal(3yr+),79.9,0,Fiber optic,Electronic check,No,No,1,Month-to-month,0
22,Standard(1-3yr),89.75,1,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,0
51,Loyal(3yr+),59.3,0,DSL,Electronic check,No,No,5,One year,1
27,Standard(1-3yr),19.4,0,No,Credit card (automatic),Yes,No internet service,0,Month-to-month,0
51,Loyal(3yr+),93.65,1,Fiber optic,Bank transfer (automatic),Yes,No,3,One year,0
4,New(0-1yr),49.4,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
1,New(0-1yr),19.9,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
35,Standard(1-3yr),55.0,0,DSL,Mailed check,No,No,1,Month-to-month,1
71,Loyal(3yr+),72.9,1,DSL,Bank transfer (automatic),Yes,Yes,4,One year,0
1,New(0-1yr),69.2,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
69,Loyal(3yr+),25.6,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
14,Standard(1-3yr),19.75,0,No,Mailed check,No,No internet service,0,One year,0
57,Loyal(3yr+),55.7,0,DSL,Electronic check,No,Yes,2,Month-to-month,0
72,Loyal(3yr+),117.5,0,Fiber optic,Credit card (automatic),No,Yes,6,Two year,0
48,Loyal(3yr+),19.85,0,No,Credit card (automatic),No,No internet service,0,Two year,0
4,New(0-1yr),78.9,0,Fiber optic,Mailed check,Yes,No,1,Month-to-month,0
31,Standard(1-3yr),20.65,0,No,Electronic check,Yes,No internet service,0,Month-to-month,0
38,Loyal(3yr+),62.3,0,DSL,Mailed check,Yes,Yes,3,One year,1
37,Loyal(3yr+),92.5,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
1,New(0-1yr),19.65,0,No,Mailed check,No,No internet service,0,Month-to-month,0
57,Loyal(3yr+),79.75,1,DSL,Bank transfer (automatic),Yes,No,4,Two year,0
62,Loyal(3yr+),79.95,1,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
3,New(0-1yr),29.9,0,DSL,Electronic check,Yes,Yes,1,Month-to-month,0
72,Loyal(3yr+),19.75,0,No,Mailed check,Yes,No internet service,0,Two year,0
29,Standard(1-3yr),45.0,0,DSL,Mailed check,Yes,Yes,4,Month-to-month,0
13,Standard(1-3yr),44.8,0,DSL,Bank transfer (automatic),No,No,0,Month-to-month,0
3,New(0-1yr),69.65,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
11,New(0-1yr),51.1,0,DSL,Electronic check,No,No,1,Month-to-month,0
21,Standard(1-3yr),53.15,0,DSL,Mailed check,No,Yes,5,Two year,0
19,Standard(1-3yr),24.7,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,0
61,Loyal(3yr+),111.6,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,1
11,New(0-1yr),48.55,0,DSL,Credit card (automatic),No,No,1,Month-to-month,1
35,Standard(1-3yr),109.95,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
25,Standard(1-3yr),20.8,0,No,Mailed check,No,No internet service,0,Month-to-month,0
1,New(0-1yr),20.2,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
